timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,instant_throughput_events_per_second,average_throughput_events_per_second,watermark_strategy,parallelism
1782468886124,watermark-WM15,3,1782468881120,1782468886124,5004,20903,20903,4177.258,4177.258,WM15,4
1782468886155,watermark-WM15,1,1782468881155,1782468886155,5000,19988,19988,3997.600,3997.600,WM15,4
1782468886167,watermark-WM15,0,1782468881134,1782468886167,5033,16456,16456,3269.621,3269.621,WM15,4
1782468886197,watermark-WM15,2,1782468881118,1782468886197,5079,16442,16442,3237.251,3237.251,WM15,4
1782468891144,watermark-WM15,3,1782468886124,1782468891144,5020,5015,25918,999.004,2585.595,WM15,4
1782468891200,watermark-WM15,2,1782468886197,1782468891200,5003,5121,21563,1023.586,2138.762,WM15,4
1782468891240,watermark-WM15,1,1782468886155,1782468891240,5085,5733,25721,1127.434,2550.421,WM15,4
1782468891275,watermark-WM15,0,1782468886167,1782468891275,5108,5194,21650,1016.836,2134.898,WM15,4
1782468896144,watermark-WM15,3,1782468891144,1782468896144,5000,5955,31873,1191.000,2121.472,WM15,4
1782468896200,watermark-WM15,2,1782468891200,1782468896200,5000,6223,27786,1244.600,1842.329,WM15,4
1782468896299,watermark-WM15,1,1782468891240,1782468896299,5059,4932,30653,974.896,2024.102,WM15,4
1782468896315,watermark-WM15,0,1782468891275,1782468896315,5040,6005,27655,1191.468,1821.685,WM15,4
1782468901191,watermark-WM15,3,1782468896144,1782468901191,5047,5038,36911,998.217,1839.021,WM15,4
1782468901200,watermark-WM15,2,1782468896200,1782468901200,5000,5383,33169,1076.600,1651.678,WM15,4
1782468901299,watermark-WM15,1,1782468896299,1782468901299,5000,6165,36818,1233.000,1827.740,WM15,4
1782468901336,watermark-WM15,0,1782468896315,1782468901336,5021,5455,33110,1086.437,1638.947,WM15,4
1782468906200,watermark-WM15,2,1782468901200,1782468906200,5000,5827,38996,1165.400,1554.740,WM15,4
1782468906209,watermark-WM15,3,1782468901191,1782468906209,5018,5807,42718,1157.234,1702.659,WM15,4
1782468906317,watermark-WM15,1,1782468901299,1782468906317,5018,4747,41565,945.994,1651.896,WM15,4
1782468906394,watermark-WM15,0,1782468901336,1782468906394,5058,6384,39494,1262.159,1563.500,WM15,4
1782468911211,watermark-WM15,3,1782468906209,1782468911211,5002,5190,47908,1037.585,1592.104,WM15,4
1782468911318,watermark-WM15,1,1782468906317,1782468911318,5001,5779,47344,1155.569,1569.605,WM15,4
1782468911394,watermark-WM15,0,1782468906394,1782468911394,5000,4873,44367,974.600,1466.193,WM15,4
1782468912314,watermark-WM15,2,1782468906200,1782468912314,6114,5445,44441,890.579,1424.574,WM15,4
1782468916719,watermark-WM15,3,1782468911211,1782468916719,5508,4208,52116,763.980,1463.974,WM15,4
1782468916792,watermark-WM15,1,1782468911318,1782468916792,5474,3588,50932,655.462,1429.189,WM15,4
1782468916918,watermark-WM15,0,1782468911394,1782468916918,5524,3999,48366,723.932,1351.610,WM15,4
1782468917380,watermark-WM15,2,1782468912314,1782468917380,5066,5188,49629,1024.082,1368.623,WM15,4
1782468921726,watermark-WM15,3,1782468916719,1782468921726,5007,4684,56800,935.490,1398.808,WM15,4
1782468921834,watermark-WM15,1,1782468916792,1782468921834,5042,4698,55630,931.773,1367.536,WM15,4
1782468921982,watermark-WM15,0,1782468916918,1782468921982,5064,5685,54051,1122.630,1323.223,WM15,4
1782468922436,watermark-WM15,2,1782468917380,1782468922436,5056,5536,55165,1094.937,1335.132,WM15,4
1782468926727,watermark-WM15,3,1782468921726,1782468926727,5001,5304,62104,1060.588,1361.721,WM15,4
1782468926879,watermark-WM15,1,1782468921834,1782468926879,5045,5180,60810,1026.759,1329.936,WM15,4
1782468927002,watermark-WM15,0,1782468921982,1782468927002,5020,5881,59932,1171.514,1306.619,WM15,4
1782468927449,watermark-WM15,2,1782468922436,1782468927449,5013,5132,60297,1023.738,1301.440,WM15,4
1782468931782,watermark-WM15,3,1782468926727,1782468931782,5055,5239,67343,1036.400,1329.261,WM15,4
1782468931982,watermark-WM15,1,1782468926879,1782468931982,5103,4643,65453,909.857,1287.760,WM15,4
1782468932016,watermark-WM15,0,1782468927002,1782468932016,5014,5456,65388,1088.153,1285.091,WM15,4
1782468932481,watermark-WM15,2,1782468927449,1782468932481,5032,4379,64676,870.231,1259.194,WM15,4
1782468936863,watermark-WM15,3,1782468931782,1782468936863,5081,5324,72667,1047.825,1303.608,WM15,4
1782468937024,watermark-WM15,0,1782468932016,1782468937024,5008,4408,69796,880.192,1248.810,WM15,4
1782468937086,watermark-WM15,1,1782468931982,1782468937086,5104,5932,71385,1162.226,1276.305,WM15,4
1782468937482,watermark-WM15,2,1782468932481,1782468937482,5001,4968,69644,993.401,1235.611,WM15,4
