timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,min_latency_ms,max_latency_ms,avg_latency_ms,watermark_strategy,parallelism
1782828428693,q1-1h-result-WM15,0,1782828422597,1782828428693,6096,1,1,621,621,621.000,WM15,2
1782828428693,q1-1h-result-WM15,1,1782828422595,1782828428693,6098,1,1,247,247,247.000,WM15,2
1782828429806,q2-1h-result-WM15,0,1782828422545,1782828429806,7261,1,1,456,456,456.000,WM15,2
1782828430402,q2-1h-result-WM15,1,1782828422611,1782828430402,7791,1,1,372,372,372.000,WM15,2
1782828430805,q2-6h-result-WM15,0,1782828422529,1782828430805,8276,1,1,365,365,365.000,WM15,2
1782828432941,q3-1day-result-WM15,0,1782828422616,1782828432941,10325,1,1,4869,4869,4869.000,WM15,2
1782828432941,q3-1day-result-WM15,1,1782828422494,1782828432941,10447,1,1,4495,4495,4495.000,WM15,2
1782828432946,q3-7day-result-WM15,0,1782828422608,1782828432946,10338,1,1,4874,4874,4874.000,WM15,2
1782828432946,q3-7day-result-WM15,1,1782828422597,1782828432946,10349,1,1,4500,4500,4500.000,WM15,2
1782828432996,q2-6h-result-WM15,1,1782828422618,1782828432996,10378,1,1,261,261,261.000,WM15,2
1782828433743,q1-1h-result-WM15,0,1782828428693,1782828433743,5050,48,49,118,602,254.292,WM15,2
1782828434143,q1-1h-result-WM15,1,1782828428693,1782828434143,5450,40,41,118,413,232.050,WM15,2
1782828435004,q2-1h-result-WM15,0,1782828429806,1782828435004,5198,56,57,170,441,314.000,WM15,2
1782828436005,q2-1h-result-WM15,1,1782828430402,1782828436005,5603,76,77,187,423,322.000,WM15,2
1782828436398,q2-6h-result-WM15,0,1782828430805,1782828436398,5593,30,31,184,459,264.267,WM15,2
1782828438748,q1-1h-result-WM15,0,1782828433743,1782828438748,5005,48,97,111,464,237.625,WM15,2
1782828439148,q1-1h-result-WM15,1,1782828434143,1782828439148,5005,45,86,76,372,201.067,WM15,2
1782828440209,q2-1h-result-WM15,0,1782828435004,1782828440209,5205,93,150,170,327,241.516,WM15,2
1782828441009,q2-1h-result-WM15,1,1782828436005,1782828441009,5004,61,138,185,352,277.918,WM15,2
1782828442001,q2-6h-result-WM15,0,1782828436398,1782828442001,5603,30,61,139,320,228.867,WM15,2
1782828442007,q3-1day-result-WM15,0,1782828432941,1782828442007,9066,73,74,201,4776,2110.342,WM15,2
1782828442007,q3-1day-result-WM15,1,1782828432941,1782828442007,9066,92,93,202,4607,2335.891,WM15,2
1782828443751,q1-1h-result-WM15,0,1782828438748,1782828443751,5003,48,145,89,570,240.396,WM15,2
1782828444215,q1-1h-result-WM15,1,1782828439148,1782828444215,5067,45,131,113,330,222.378,WM15,2
1782828445213,q2-1h-result-WM15,0,1782828440209,1782828445213,5004,101,251,123,351,215.267,WM15,2
1782828446013,q2-1h-result-WM15,1,1782828441009,1782828446013,5004,39,177,155,370,285.179,WM15,2
1782828448857,q1-1h-result-WM15,0,1782828443751,1782828448857,5106,50,195,89,489,220.420,WM15,2
1782828448906,q2-6h-result-WM15,0,1782828442001,1782828448906,6905,40,101,141,684,302.075,WM15,2
1782828449257,q1-1h-result-WM15,1,1782828444215,1782828449257,5042,43,174,115,384,224.953,WM15,2
1782828449907,q2-6h-result-WM15,1,1782828432996,1782828449907,16911,20,21,255,650,409.500,WM15,2
1782828451055,q3-1day-result-WM15,0,1782828442007,1782828451055,9048,74,148,218,4583,2055.973,WM15,2
1782828451055,q3-1day-result-WM15,1,1782828442007,1782828451055,9048,92,185,218,4582,2293.109,WM15,2
1782828452317,q2-1h-result-WM15,1,1782828446013,1782828452317,6304,61,238,112,395,270.033,WM15,2
1782828453118,q2-1h-result-WM15,0,1782828445213,1782828453118,7905,89,340,209,423,303.326,WM15,2
1782828453862,q1-1h-result-WM15,0,1782828448857,1782828453862,5005,50,245,128,456,233.220,WM15,2
1782828454462,q1-1h-result-WM15,1,1782828449257,1782828454462,5205,47,221,109,385,209.447,WM15,2
1782828455711,q2-6h-result-WM15,1,1782828449907,1782828455711,5804,30,51,239,671,347.933,WM15,2
1782828457328,q2-1h-result-WM15,1,1782828452317,1782828457328,5011,61,299,186,396,276.361,WM15,2
1782828457712,q2-6h-result-WM15,0,1782828448906,1782828457712,8806,20,121,153,388,310.500,WM15,2
1782828458129,q2-1h-result-WM15,0,1782828453118,1782828458129,5011,71,411,158,387,287.028,WM15,2
1782828458869,q1-1h-result-WM15,0,1782828453862,1782828458869,5007,49,294,95,571,222.449,WM15,2
1782828459469,q1-1h-result-WM15,1,1782828454462,1782828459469,5007,43,264,58,359,194.884,WM15,2
1782828460062,q3-1day-result-WM15,0,1782828451055,1782828460062,9007,73,221,256,4684,2145.315,WM15,2
1782828460062,q3-1day-result-WM15,1,1782828451055,1782828460062,9007,92,277,257,4684,2361.337,WM15,2
1782828463133,q2-1h-result-WM15,1,1782828457328,1782828463133,5805,52,351,179,361,272.558,WM15,2
1782828463317,q2-6h-result-WM15,0,1782828457712,1782828463317,5605,30,151,139,295,223.767,WM15,2
1782828463333,q2-1h-result-WM15,0,1782828458129,1782828463333,5204,74,485,160,354,265.649,WM15,2
1782828463933,q1-1h-result-WM15,0,1782828458869,1782828463933,5064,49,343,119,688,235.592,WM15,2
1782828464474,q3-7day-result-WM15,0,1782828432946,1782828464474,31528,36,37,205,4510,2119.889,WM15,2
1782828464474,q3-7day-result-WM15,1,1782828432946,1782828464474,31528,46,47,206,4513,2336.848,WM15,2
1782828464534,q1-1h-result-WM15,1,1782828459469,1782828464534,5065,42,306,119,301,215.071,WM15,2
1782828466719,q2-6h-result-WM15,1,1782828455711,1782828466719,11008,20,71,154,902,563.650,WM15,2
1782828468337,q2-1h-result-WM15,1,1782828463133,1782828468337,5204,66,417,144,370,238.697,WM15,2
1782828468737,q2-1h-result-WM15,0,1782828463333,1782828468737,5404,54,539,130,401,223.981,WM15,2
1782828469137,q1-1h-result-WM15,0,1782828463933,1782828469137,5204,49,392,70,750,246.612,WM15,2
1782828469168,q3-1day-result-WM15,0,1782828460062,1782828469168,9106,72,293,216,4706,2102.069,WM15,2
1782828469168,q3-1day-result-WM15,1,1782828460062,1782828469168,9106,88,365,216,4665,2203.432,WM15,2
1782828469221,q2-6h-result-WM15,0,1782828463317,1782828469221,5904,20,171,132,625,310.500,WM15,2
1782828469738,q1-1h-result-WM15,1,1782828464534,1782828469738,5204,39,345,114,707,236.359,WM15,2
1782828473624,q2-6h-result-WM15,1,1782828466719,1782828473624,6905,30,101,148,608,276.833,WM15,2
1782828474387,q1-1h-result-WM15,0,1782828469137,1782828474387,5250,49,441,141,728,280.592,WM15,2
1782828474787,q1-1h-result-WM15,1,1782828469738,1782828474787,5049,38,383,142,349,239.789,WM15,2
1782828475042,q2-1h-result-WM15,0,1782828468737,1782828475042,6305,43,582,212,446,292.163,WM15,2
1782828475242,q2-1h-result-WM15,1,1782828468337,1782828475242,6905,55,472,240,395,330.927,WM15,2
1782828475827,q2-6h-result-WM15,0,1782828469221,1782828475827,6606,20,191,237,850,444.150,WM15,2
1782828477975,q3-1day-result-WM15,0,1782828469168,1782828477975,8807,72,365,268,4643,2171.139,WM15,2
1782828477975,q3-1day-result-WM15,1,1782828469168,1782828477975,8807,89,454,268,4690,2299.258,WM15,2
1782828479591,q1-1h-result-WM15,0,1782828474387,1782828479591,5204,48,489,112,954,256.313,WM15,2
1782828479791,q1-1h-result-WM15,1,1782828474787,1782828479791,5004,43,426,134,344,224.488,WM15,2
1782828480247,q2-1h-result-WM15,0,1782828475042,1782828480247,5205,47,629,170,394,291.043,WM15,2
1782828480447,q2-1h-result-WM15,1,1782828475242,1782828480447,5205,79,551,184,375,307.456,WM15,2
1782828481431,q2-6h-result-WM15,0,1782828475827,1782828481431,5604,20,211,153,285,214.500,WM15,2
1782828482632,q2-6h-result-WM15,1,1782828473624,1782828482632,9008,30,131,217,684,443.600,WM15,2
1782828484653,q1-1h-result-WM15,0,1782828479591,1782828484653,5062,49,538,83,859,251.000,WM15,2
1782828484854,q1-1h-result-WM15,1,1782828479791,1782828484854,5063,45,471,114,855,240.511,WM15,2
1782828485254,q2-1h-result-WM15,0,1782828480247,1782828485254,5007,84,713,169,342,258.952,WM15,2
1782828485454,q2-1h-result-WM15,1,1782828480447,1782828485454,5007,58,609,184,352,252.103,WM15,2
1782828487036,q2-6h-result-WM15,0,1782828481431,1782828487036,5605,20,231,240,452,269.050,WM15,2
1782828487044,q3-1day-result-WM15,0,1782828477975,1782828487044,9069,73,438,163,4648,2091.055,WM15,2
1782828487044,q3-1day-result-WM15,1,1782828477975,1782828487044,9069,88,542,164,4652,2211.989,WM15,2
1782828489658,q1-1h-result-WM15,0,1782828484653,1782828489658,5005,49,587,96,654,244.408,WM15,2
1782828490058,q1-1h-result-WM15,1,1782828484854,1782828490058,5204,45,516,134,317,225.444,WM15,2
1782828490458,q2-1h-result-WM15,0,1782828485254,1782828490458,5204,67,780,134,349,219.851,WM15,2
1782828490958,q2-1h-result-WM15,1,1782828485454,1782828490958,5504,61,670,147,417,227.148,WM15,2
1782828491639,q2-6h-result-WM15,1,1782828482632,1782828491639,9007,20,151,142,647,323.300,WM15,2
1782828494682,q1-1h-result-WM15,0,1782828489658,1782828494682,5024,49,636,121,716,260.939,WM15,2
1782828495105,q1-1h-result-WM15,1,1782828490058,1782828495105,5047,43,559,125,346,236.419,WM15,2
1782828495962,q2-1h-result-WM15,0,1782828490458,1782828495962,5504,41,821,266,486,325.122,WM15,2
1782828496089,q3-1day-result-WM15,0,1782828487044,1782828496089,9045,72,510,229,4708,2162.069,WM15,2
1782828496089,q3-1day-result-WM15,1,1782828487044,1782828496089,9045,89,631,229,4684,2289.236,WM15,2
1782828496099,q3-7day-result-WM15,0,1782828464474,1782828496099,31625,37,74,165,13881,2354.865,WM15,2
1782828496099,q3-7day-result-WM15,1,1782828464474,1782828496099,31625,46,93,165,13400,2614.652,WM15,2
1782828497363,q2-1h-result-WM15,1,1782828490958,1782828497363,6405,86,756,211,439,313.314,WM15,2
1782828498345,q2-6h-result-WM15,0,1782828487036,1782828498345,11309,30,261,158,584,322.400,WM15,2
1782828499546,q2-6h-result-WM15,1,1782828491639,1782828499546,7907,40,191,245,919,431.225,WM15,2
1782828499709,q1-1h-result-WM15,0,1782828494682,1782828499709,5027,47,683,139,815,258.191,WM15,2
1782828500110,q1-1h-result-WM15,1,1782828495105,1782828500110,5005,43,602,118,328,220.488,WM15,2
1782828502167,q2-1h-result-WM15,0,1782828495962,1782828502167,6205,38,859,232,347,290.658,WM15,2
1782828502367,q2-1h-result-WM15,1,1782828497363,1782828502367,5004,90,846,188,393,279.900,WM15,2
1782828503950,q2-6h-result-WM15,0,1782828498345,1782828503950,5605,10,271,253,289,261.900,WM15,2
1782828504713,q1-1h-result-WM15,0,1782828499709,1782828504713,5004,49,732,68,780,225.388,WM15,2
1782828505114,q1-1h-result-WM15,1,1782828500110,1782828505114,5004,43,645,107,696,232.140,WM15,2
1782828505151,q2-6h-result-WM15,1,1782828499546,1782828505151,5605,30,221,156,618,329.633,WM15,2
