timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,instant_throughput_events_per_second,average_throughput_events_per_second,watermark_strategy,parallelism
1782828428703,q1-1h-result-ADAPTIVE-global,-1,1782828422590,1782828428703,6113,2,2,0.329,0.329,ADAPTIVE,2
1782828429683,q2-1h-result-ADAPTIVE-global,-1,1782828422582,1782828429683,7101,1,1,0.141,0.141,ADAPTIVE,2
1782828430201,q2-1h-result-ADAPTIVE-global,-1,1782828422600,1782828430201,7601,1,1,0.132,0.132,ADAPTIVE,2
1782828432975,q3-1day-result-ADAPTIVE-global,-1,1782828422554,1782828432975,10421,2,2,0.192,0.192,ADAPTIVE,2
1782828432978,q3-7day-result-ADAPTIVE-global,-1,1782828422496,1782828432978,10482,2,2,0.192,0.192,ADAPTIVE,2
1782828433000,q2-6h-result-ADAPTIVE-global,-1,1782828422532,1782828433000,10468,2,2,0.220,0.220,ADAPTIVE,2
1782828434142,q1-1h-result-ADAPTIVE-global,-1,1782828428702,1782828434142,5440,89,91,17.079,8.065,ADAPTIVE,2
1782828436005,q2-1h-result-ADAPTIVE-global,-1,1782828429683,1782828436005,6322,132,134,23.619,10.333,ADAPTIVE,2
1782828436401,q2-6h-result-ADAPTIVE-global,-1,1782828430613,1782828436401,5788,30,31,5.183,2.239,ADAPTIVE,2
1782828439148,q1-1h-result-ADAPTIVE-global,-1,1782828433741,1782828439148,5407,92,183,18.376,11.227,ADAPTIVE,2
1782828441009,q2-1h-result-ADAPTIVE-global,-1,1782828435004,1782828441009,6005,154,288,30.058,16.006,ADAPTIVE,2
1782828441991,q3-1day-result-ADAPTIVE-global,-1,1782828432975,1782828441991,9016,165,167,18.301,8.602,ADAPTIVE,2
1782828442006,q2-6h-result-ADAPTIVE-global,-1,1782828436401,1782828442006,5605,30,61,5.352,3.136,ADAPTIVE,2
1782828444252,q1-1h-result-ADAPTIVE-global,-1,1782828438748,1782828444252,5504,95,278,18.807,13.020,ADAPTIVE,2
1782828446013,q2-1h-result-ADAPTIVE-global,-1,1782828440209,1782828446013,5804,145,433,28.981,18.865,ADAPTIVE,2
1782828448715,q2-6h-result-ADAPTIVE-global,-1,1782828442006,1782828448715,6709,40,101,5.962,3.861,ADAPTIVE,2
1782828449257,q1-1h-result-ADAPTIVE-global,-1,1782828443753,1782828449257,5504,95,373,18.787,14.123,ADAPTIVE,2
1782828449915,q2-6h-result-ADAPTIVE-global,-1,1782828433000,1782828449915,16915,20,21,1.182,0.767,ADAPTIVE,2
1782828450997,q3-1day-result-ADAPTIVE-global,-1,1782828441991,1782828450997,9006,166,333,18.432,11.718,ADAPTIVE,2
1782828453118,q2-1h-result-ADAPTIVE-global,-1,1782828445212,1782828453118,7906,145,578,20.141,19.143,ADAPTIVE,2
1782828454263,q1-1h-result-ADAPTIVE-global,-1,1782828448857,1782828454263,5406,93,466,18.580,14.832,ADAPTIVE,2
1782828457722,q2-6h-result-ADAPTIVE-global,-1,1782828448715,1782828457722,9007,50,172,7.574,4.987,ADAPTIVE,2
1782828458129,q2-1h-result-ADAPTIVE-global,-1,1782828452317,1782828458129,5812,142,720,28.335,20.460,ADAPTIVE,2
1782828459270,q1-1h-result-ADAPTIVE-global,-1,1782828453862,1782828459270,5408,90,556,17.975,15.265,ADAPTIVE,2
1782828460104,q3-1day-result-ADAPTIVE-global,-1,1782828450997,1782828460104,9107,165,498,18.118,13.271,ADAPTIVE,2
1782828463329,q2-6h-result-ADAPTIVE-global,-1,1782828457722,1782828463329,5607,30,151,5.350,3.703,ADAPTIVE,2
1782828463333,q2-1h-result-ADAPTIVE-global,-1,1782828457329,1782828463333,6004,116,836,21.714,20.604,ADAPTIVE,2
1782828464374,q1-1h-result-ADAPTIVE-global,-1,1782828458869,1782828464374,5505,92,648,18.025,15.604,ADAPTIVE,2
1782828464508,q3-7day-result-ADAPTIVE-global,-1,1782828432977,1782828464508,31531,82,84,2.601,2.002,ADAPTIVE,2
1782828468637,q2-1h-result-ADAPTIVE-global,-1,1782828462933,1782828468637,5704,120,956,22.624,20.841,ADAPTIVE,2
1782828468910,q3-1day-result-ADAPTIVE-global,-1,1782828460104,1782828468910,8806,160,658,18.169,14.202,ADAPTIVE,2
1782828469035,q2-6h-result-ADAPTIVE-global,-1,1782828455519,1782828469035,13516,40,242,5.273,5.282,ADAPTIVE,2
1782828469779,q1-1h-result-ADAPTIVE-global,-1,1782828463973,1782828469779,5806,89,737,17.191,15.776,ADAPTIVE,2
1782828473240,q2-1h-result-ADAPTIVE-global,-1,1782828468237,1782828473240,5003,54,471,10.794,9.301,ADAPTIVE,2
