timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,min_latency_ms,max_latency_ms,avg_latency_ms,watermark_strategy,parallelism
1782468886123,producer->flink-WM15,3,1782468881121,1782468886123,5002,20903,20903,0,114024,103332.726,WM15,4
1782468886158,producer->flink-WM15,1,1782468881156,1782468886158,5002,19991,19991,0,114056,103996.592,WM15,4
1782468886167,producer->flink-WM15,0,1782468881134,1782468886167,5033,16456,16456,1,113937,104786.186,WM15,4
1782468886197,producer->flink-WM15,2,1782468881118,1782468886197,5079,16442,16442,0,114077,102880.250,WM15,4
1782468891144,producer->flink-WM15,3,1782468886123,1782468891144,5021,5015,25918,0,4,0.980,WM15,4
1782468891200,producer->flink-WM15,2,1782468886197,1782468891200,5003,5121,21563,0,6,1.177,WM15,4
1782468891240,producer->flink-WM15,1,1782468886158,1782468891240,5082,5730,25721,0,4,1.005,WM15,4
1782468891275,producer->flink-WM15,0,1782468886167,1782468891275,5108,5194,21650,0,4,1.024,WM15,4
1782468896144,producer->flink-WM15,3,1782468891144,1782468896144,5000,5955,31873,0,3,0.853,WM15,4
1782468896200,producer->flink-WM15,2,1782468891200,1782468896200,5000,6223,27786,0,5,0.874,WM15,4
1782468896299,producer->flink-WM15,1,1782468891240,1782468896299,5059,4932,30653,0,4,0.848,WM15,4
1782468896315,producer->flink-WM15,0,1782468891275,1782468896315,5040,6005,27655,0,6,0.959,WM15,4
1782468901190,producer->flink-WM15,3,1782468896144,1782468901190,5046,5038,36911,0,6,0.840,WM15,4
1782468901200,producer->flink-WM15,2,1782468896200,1782468901200,5000,5383,33169,0,5,0.822,WM15,4
1782468901299,producer->flink-WM15,1,1782468896299,1782468901299,5000,6165,36818,0,3,0.792,WM15,4
1782468901336,producer->flink-WM15,0,1782468896315,1782468901336,5021,5455,33110,0,4,0.748,WM15,4
1782468906200,producer->flink-WM15,2,1782468901200,1782468906200,5000,5827,38996,0,4,0.699,WM15,4
1782468906209,producer->flink-WM15,3,1782468901190,1782468906209,5019,5807,42718,0,4,0.744,WM15,4
1782468906317,producer->flink-WM15,1,1782468901299,1782468906317,5018,4747,41565,0,4,0.770,WM15,4
1782468906394,producer->flink-WM15,0,1782468901336,1782468906394,5058,6384,39494,0,40,0.694,WM15,4
1782468911211,producer->flink-WM15,3,1782468906209,1782468911211,5002,5190,47908,0,5,0.782,WM15,4
1782468911318,producer->flink-WM15,1,1782468906317,1782468911318,5001,5779,47344,0,3,0.652,WM15,4
1782468911394,producer->flink-WM15,0,1782468906394,1782468911394,5000,4873,44367,0,4,0.602,WM15,4
1782468912314,producer->flink-WM15,2,1782468906200,1782468912314,6114,5445,44441,0,4,0.738,WM15,4
1782468916719,producer->flink-WM15,3,1782468911211,1782468916719,5508,4208,52116,0,3,0.713,WM15,4
1782468916792,producer->flink-WM15,1,1782468911318,1782468916792,5474,3588,50932,0,4,0.848,WM15,4
1782468916918,producer->flink-WM15,0,1782468911394,1782468916918,5524,3999,48366,0,4,0.656,WM15,4
1782468917380,producer->flink-WM15,2,1782468912314,1782468917380,5066,5188,49629,0,5,0.788,WM15,4
1782468921726,producer->flink-WM15,3,1782468916719,1782468921726,5007,4684,56800,0,3,0.678,WM15,4
1782468921834,producer->flink-WM15,1,1782468916792,1782468921834,5042,4698,55630,0,5,0.685,WM15,4
