query,window,event_time,event_timestamp_ms,window_start,window_end,carrier,origin_airport_id,dest_airport_id,crs_dep_time,dep_delay,cancelled,diverted,produced_at,watermark_strategy
q2,6h,2025-04-08T11:57,1744113420000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,G4,11697,11986,1157,0.000,0.000,0.000,1782828867264,WM15
q2,6h,2025-04-08T11:57,1744113420000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,OO,14314,11298,1157,-10.000,0.000,0.000,1782828867264,WM15
q2,6h,2025-04-08T11:58,1744113480000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,B6,10397,10721,1158,-5.000,0.000,0.000,1782828867267,WM15
q2,6h,2025-04-08T11:59,1744113540000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,AA,14869,14107,1159,-9.000,0.000,0.000,1782828867270,WM15
q2,6h,2025-04-08T11:59,1744113540000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,DL,10423,12892,1159,-3.000,0.000,0.000,1782828867270,WM15
q2,6h,2025-04-08T11:59,1744113540000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,OH,10257,11278,1159,2.000,0.000,0.000,1782828867270,WM15
q2,6h,2025-04-08T11:59,1744113540000,2025-04-08T06:00:00Z,2025-04-08T12:00:00Z,YX,12478,10693,1159,-6.000,0.000,0.000,1782828867270,WM15
q2,6h,2025-04-12T17:55,1744480500000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,WN,11292,13303,1755,-2.000,0.000,0.000,1782828886372,WM15
q2,6h,2025-04-12T17:56,1744480560000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,AA,12892,11298,1756,1.000,0.000,0.000,1782828886375,WM15
q2,6h,2025-04-12T17:56,1744480560000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,OO,13930,12217,1756,20.000,0.000,0.000,1782828886375,WM15
q2,6h,2025-04-12T17:57,1744480620000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,DL,11298,10397,1757,-9.000,0.000,0.000,1782828886378,WM15
q2,6h,2025-04-12T17:57,1744480620000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,OO,14747,10713,1757,77.000,0.000,0.000,1782828886378,WM15
q2,6h,2025-04-12T17:58,1744480680000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,AA,14771,12892,1758,-11.000,0.000,0.000,1782828886381,WM15
q2,6h,2025-04-12T17:58,1744480680000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,MQ,13930,11042,1758,0.000,0.000,0.000,1782828886381,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,AA,11278,13930,1759,-5.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,AS,13873,10299,1759,-27.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,B6,14307,13204,1759,-7.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,DL,14100,10397,1759,-8.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,DL,14122,10397,1759,-5.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,DL,14869,12478,1759,-6.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,OO,13230,11433,1759,10.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,UA,11292,13198,1759,-2.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,UA,11292,13931,1759,-2.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-12T17:59,1744480740000,2025-04-12T12:00:00Z,2025-04-12T18:00:00Z,YX,12953,14730,1759,-3.000,0.000,0.000,1782828886384,WM15
q2,6h,2025-04-16T23:55,1744847700000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,DL,14771,10397,2355,-12.000,0.000,0.000,1782828905486,WM15
q2,6h,2025-04-16T23:57,1744847820000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,B6,14869,12478,2357,-4.000,0.000,0.000,1782828905492,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,AA,12892,11298,2359,-6.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,AA,14869,11057,2359,-9.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,AA,14869,13303,2359,61.000,0.000,0.000,1782828905498,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,AA,14893,11298,2359,-11.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,B6,12889,10721,2359,-16.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,DL,14869,12478,2359,-1.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,UA,11292,14100,2359,-10.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,UA,12892,13930,2359,16.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,UA,14107,13930,2359,-18.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-16T23:59,1744847940000,2025-04-16T18:00:00Z,2025-04-17T00:00:00Z,UA,14893,13930,2359,-12.000,0.000,0.000,1782828905499,WM15
q2,6h,2025-04-24T05:59,1745474340000,2025-04-24T00:00:00Z,2025-04-24T06:00:00Z,F9,11618,14843,559,3.000,0.000,0.000,1782828938152,WM15
q2,6h,2025-04-24T17:52,1745517120000,2025-04-24T12:00:00Z,2025-04-24T18:00:00Z,AS,10693,14747,1752,2.000,0.000,0.000,1782828940357,WM15
q2,6h,2025-04-24T17:52,1745517120000,2025-04-24T12:00:00Z,2025-04-24T18:00:00Z,YX,13931,13930,1752,68.000,0.000,0.000,1782828940357,WM15
q2,6h,2025-04-24T17:53,1745517180000,2025-04-24T12:00:00Z,2025-04-24T18:00:00Z,DL,11618,10397,1753,0.000,0.000,0.000,1782828940360,WM15
q2,6h,2025-04-24T17:53,1745517180000,2025-04-24T12:00:00Z,2025-04-24T18:00:00Z,NK,12889,12266,1753,-5.000,0.000,0.000,1782828940360,WM15
q2,6h,2025-04-24T17:54,1745517240000,2025-04-24T12:00:00Z,2025-04-24T18:00:00Z,AA,11697,11278,1754,-6.000,0.000,0.000,1782828940363,WM15
