query,window,event_time,event_timestamp_ms,window_start,window_end,carrier,origin_airport_id,dest_airport_id,crs_dep_time,dep_delay,cancelled,diverted,produced_at,watermark_strategy
q3,1day,2025-04-16T23:55,1744847700000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,DL,14771,10397,2355,-12.000,0.000,0.000,1782828905486,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,AA,12892,11298,2359,-6.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,AA,14869,11057,2359,-9.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,AA,14869,13303,2359,61.000,0.000,0.000,1782828905498,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,AA,14893,11298,2359,-11.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,DL,14869,12478,2359,-1.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,UA,11292,14100,2359,-10.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,UA,12892,13930,2359,16.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,UA,14107,13930,2359,-18.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-16T23:59,1744847940000,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,UA,14893,13930,2359,-12.000,0.000,0.000,1782828905499,WM15
q3,1day,2025-04-25T23:55,1745625300000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,DL,12892,12478,2355,-3.000,0.000,0.000,1782828945987,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,AA,12889,11298,2359,-1.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,AA,14771,11298,2359,9.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,AA,14771,13930,2359,-4.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,AA,14893,11298,2359,-3.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,DL,14869,12478,2359,6.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,UA,11292,12264,2359,0.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,UA,11292,13204,2359,2.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,UA,14057,13930,2359,-11.000,0.000,0.000,1782828946000,WM15
q3,1day,2025-04-25T23:59,1745625540000,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,UA,14771,12266,2359,-5.000,0.000,0.000,1782828946000,WM15
