query,window,event_time,event_timestamp_ms,window_start,window_end,carrier,origin_airport_id,dest_airport_id,crs_dep_time,dep_delay,cancelled,diverted,produced_at,watermark_strategy
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,B6,10721,14122,1859,50.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,DL,10397,14100,1859,1.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,DL,11278,13487,1859,-11.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,DL,13487,14057,1859,8.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,F9,10821,11433,1859,43.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,NK,12339,11618,1859,-4.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,OO,11775,13487,1859,-18.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-04T18:59,1743793140000,2025-04-04T18:00:00Z,2025-04-04T19:00:00Z,UA,11618,13204,1859,-4.000,0.000,0.000,1782828850573,WM15
q2,1h,2025-04-05T10:57,1743850620000,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,AS,14747,11298,1057,-5.000,0.000,0.000,1782828853583,WM15
q2,1h,2025-04-05T10:57,1743850620000,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,NK,14100,13204,1057,-7.000,0.000,0.000,1782828853583,WM15
q2,1h,2025-04-05T10:58,1743850680000,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,NK,14492,11697,1058,-2.000,0.000,0.000,1782828853586,WM15
q2,1h,2025-04-05T10:59,1743850740000,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,F9,11292,15919,1059,-9.000,0.000,0.000,1782828853589,WM15
q2,1h,2025-04-05T10:59,1743850740000,2025-04-05T10:00:00Z,2025-04-05T11:00:00Z,OO,11298,11109,1059,90.000,0.000,0.000,1782828853589,WM15
q2,1h,2025-04-06T14:53,1743951180000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,15624,10397,1453,121.000,0.000,0.000,1782828858813,WM15
q2,1h,2025-04-06T14:53,1743951180000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,NK,13930,13204,1453,-1.000,0.000,0.000,1782828858813,WM15
q2,1h,2025-04-06T14:54,1743951240000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AA,11278,12451,1454,-10.000,0.000,0.000,1782828858816,WM15
q2,1h,2025-04-06T14:54,1743951240000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,11433,14492,1454,-12.000,0.000,0.000,1782828858816,WM15
q2,1h,2025-04-06T14:54,1743951240000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,UA,12892,11292,1454,-2.000,0.000,0.000,1782828858816,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AA,11298,11278,1455,21.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AA,13930,14100,1455,4.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,B6,14843,10721,1455,4.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,11298,13487,1455,3.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,HA,12173,13830,1455,4.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,MQ,13930,14524,1455,-3.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,OO,14893,12892,1455,29.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,UA,12266,11618,1455,-1.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,WN,10693,11292,1455,11.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,WN,10693,13930,1455,34.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,WN,10821,11986,1455,215.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,WN,13204,13871,1455,27.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,WN,14869,11292,1455,0.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:55,1743951300000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,YX,13930,11433,1455,76.000,0.000,0.000,1782828858819,WM15
q2,1h,2025-04-06T14:56,1743951360000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,B6,10721,14635,1456,-6.000,0.000,0.000,1782828858822,WM15
q2,1h,2025-04-06T14:56,1743951360000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,YX,11066,12264,1456,-3.000,0.000,0.000,1782828858822,WM15
q2,1h,2025-04-06T14:57,1743951420000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,11433,12264,1457,4.000,0.000,0.000,1782828858825,WM15
q2,1h,2025-04-06T14:58,1743951480000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AA,11057,11618,1458,-5.000,0.000,0.000,1782828858829,WM15
q2,1h,2025-04-06T14:58,1743951480000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AS,13342,14747,1458,-15.000,0.000,0.000,1782828858829,WM15
q2,1h,2025-04-06T14:58,1743951480000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,MQ,10792,13930,1458,4.000,0.000,0.000,1782828858829,WM15
q2,1h,2025-04-06T14:58,1743951480000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,YX,10721,11066,1458,-7.000,0.000,0.000,1782828858829,WM15
q2,1h,2025-04-06T14:59,1743951540000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,AS,13851,14747,1459,68.000,0.000,0.000,1782828858832,WM15
q2,1h,2025-04-06T14:59,1743951540000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,13495,12892,1459,46.000,0.000,0.000,1782828858832,WM15
q2,1h,2025-04-06T14:59,1743951540000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,DL,15304,12953,1459,35.000,0.000,0.000,1782828858832,WM15
q2,1h,2025-04-06T14:59,1743951540000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,NK,13342,12889,1459,-10.000,0.000,0.000,1782828858832,WM15
q2,1h,2025-04-06T14:59,1743951540000,2025-04-06T14:00:00Z,2025-04-06T15:00:00Z,YX,12953,11278,1459,-8.000,0.000,0.000,1782828858832,WM15
q2,1h,2025-04-06T15:58,1743955080000,2025-04-06T15:00:00Z,2025-04-06T16:00:00Z,AA,14100,13204,1558,-5.000,0.000,0.000,1782828859014,WM15
q2,1h,2025-04-06T15:59,1743955140000,2025-04-06T15:00:00Z,2025-04-06T16:00:00Z,AA,13930,11278,1559,59.000,0.000,0.000,1782828859017,WM15
q2,1h,2025-04-06T15:59,1743955140000,2025-04-06T15:00:00Z,2025-04-06T16:00:00Z,DL,11278,10397,1559,120.000,0.000,0.000,1782828859017,WM15
q2,1h,2025-04-06T15:59,1743955140000,2025-04-06T15:00:00Z,2025-04-06T16:00:00Z,OH,11278,15016,1559,5.000,0.000,0.000,1782828859017,WM15
q2,1h,2025-04-07T06:58,1744009080000,2025-04-07T06:00:00Z,2025-04-07T07:00:00Z,AA,14747,11298,658,-2.000,0.000,0.000,1782828861843,WM15
q2,1h,2025-04-07T06:59,1744009140000,2025-04-07T06:00:00Z,2025-04-07T07:00:00Z,B6,12953,10721,659,-11.000,0.000,0.000,1782828861846,WM15
q2,1h,2025-04-07T06:59,1744009140000,2025-04-07T06:00:00Z,2025-04-07T07:00:00Z,YX,12953,14122,659,-4.000,0.000,0.000,1782828861846,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AA,15412,11057,1954,148.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AS,14747,14679,1954,-9.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,14122,10397,1954,154.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,F9,11057,11292,1954,26.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,NK,13495,12889,1954,-8.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:54,1744055640000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OH,11278,14193,1954,317.000,0.000,0.000,1782828864246,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AA,11298,11884,1955,25.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AA,11298,12889,1955,23.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AS,14747,10299,1955,-5.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,B6,10721,14843,1955,-9.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,12173,14869,1955,56.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,12889,12892,1955,-8.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,13204,12953,1955,61.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,NK,11697,15304,1955,-3.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OO,11433,13871,1955,1.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OO,14771,13264,1955,-7.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,UA,13930,12266,1955,-3.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,UA,13930,13871,1955,12.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,10423,12896,1955,2.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,11259,13204,1955,36.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,11292,15016,1955,11.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,11697,15016,1955,42.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,13796,13891,1955,-4.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,14679,11292,1955,-6.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,14831,14107,1955,-7.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,WN,15304,11292,1955,30.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,YX,10721,12339,1955,69.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:55,1744055700000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,YX,13303,13204,1955,-4.000,0.000,0.000,1782828864249,WM15
q2,1h,2025-04-07T19:56,1744055760000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,UA,12264,11292,1956,-8.000,0.000,0.000,1782828864252,WM15
q2,1h,2025-04-07T19:57,1744055820000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,15304,12478,1957,-1.000,0.000,0.000,1782828864255,WM15
q2,1h,2025-04-07T19:57,1744055820000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OO,10397,10146,1957,9.000,0.000,0.000,1782828864255,WM15
q2,1h,2025-04-07T19:58,1744055880000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AA,11298,14524,1958,11.000,0.000,0.000,1782828864258,WM15
q2,1h,2025-04-07T19:58,1744055880000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OO,13256,11298,1958,-5.000,0.000,0.000,1782828864258,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AA,13930,10423,1959,132.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AS,13303,14057,1959,-10.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,AS,14747,12892,1959,37.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,10397,12478,1959,133.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,10397,12892,1959,208.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,12478,15304,1959,-7.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,12892,11292,1959,30.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,12953,11298,1959,-3.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,13204,12478,1959,-5.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,DL,13487,11618,1959,-3.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OH,11278,11996,1959,-6.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OH,11278,12448,1959,-8.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,OO,12889,14893,1959,-9.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,UA,11278,12266,1959,-10.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T19:59,1744055940000,2025-04-07T19:00:00Z,2025-04-07T20:00:00Z,UA,13930,14057,1959,87.000,0.000,0.000,1782828864262,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,AA,11298,11278,2059,-4.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,AS,14004,12889,2059,-9.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,B6,11697,12478,2059,-3.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,DL,10397,13303,2059,96.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,DL,10397,13891,2059,47.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,MQ,13930,11003,2059,20.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,OO,10713,14747,2059,-5.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-07T20:59,1744059540000,2025-04-07T20:00:00Z,2025-04-07T21:00:00Z,YX,12478,11066,2059,36.000,0.000,0.000,1782828864447,WM15
q2,1h,2025-04-08T11:57,1744113420000,2025-04-08T11:00:00Z,2025-04-08T12:00:00Z,OO,14314,11298,1157,-10.000,0.000,0.000,1782828867264,WM15
q2,1h,2025-04-09T15:52,1744213920000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,AA,11298,13487,1552,1.000,0.000,0.000,1782828872493,WM15
q2,1h,2025-04-09T15:52,1744213920000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,MQ,13303,14685,1552,0.000,0.000,0.000,1782828872493,WM15
q2,1h,2025-04-09T15:53,1744213980000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,11292,11433,1553,-7.000,0.000,0.000,1782828872496,WM15
q2,1h,2025-04-09T15:54,1744214040000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,F9,14100,14986,1554,0.000,0.000,0.000,1782828872499,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,AA,14107,10423,1555,14.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,AS,10423,14771,1555,-2.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,12889,10397,1555,-4.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,12889,12478,1555,-4.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,13487,14057,1555,-3.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,OH,14100,12339,1555,-7.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,OO,11292,14262,1555,-5.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,OO,11433,11986,1555,-9.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,UA,11618,14771,1555,20.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,10140,12892,1555,-8.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,10140,14679,1555,-3.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,10599,12191,1555,-5.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,11278,13342,1555,11.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,11540,12191,1555,-4.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:55,1744214100000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,WN,13495,10693,1555,3.000,0.000,0.000,1782828872503,WM15
q2,1h,2025-04-09T15:56,1744214160000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,MQ,11624,13303,1556,3.000,0.000,0.000,1782828872506,WM15
q2,1h,2025-04-09T15:57,1744214220000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,AA,15919,11057,1557,12.000,0.000,0.000,1782828872509,WM15
q2,1h,2025-04-09T15:57,1744214220000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,OO,11433,11977,1557,-4.000,0.000,0.000,1782828872509,WM15
q2,1h,2025-04-09T15:58,1744214280000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,AA,14100,13204,1558,8.000,0.000,0.000,1782828872512,WM15
q2,1h,2025-04-09T15:58,1744214280000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,HA,12173,13830,1558,14.000,0.000,0.000,1782828872512,WM15
q2,1h,2025-04-09T15:58,1744214280000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,UA,11292,14771,1558,-4.000,0.000,0.000,1782828872512,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,B6,10529,14027,1559,-7.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,10397,11953,1559,-1.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,DL,11433,11298,1559,24.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,NK,14193,13204,1559,-10.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,OH,11278,15016,1559,246.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,UA,11292,10721,1559,-1.000,0.000,0.000,1782828872515,WM15
q2,1h,2025-04-09T15:59,1744214340000,2025-04-09T15:00:00Z,2025-04-09T16:00:00Z,YX,12478,12339,1559,-6.000,0.000,0.000,1782828872515,WM15
