window_start,window_end,airline,num_flights,completed,cancelled,diverted,dep_delay_mean,cancellation_rate,late_departure_rate
2025-04-30T08:00:00Z,2025-04-30T09:00:00Z,UA,158,156,0,2,2.18,0.0000,6.9620
2025-04-30T08:00:00Z,2025-04-30T09:00:00Z,WN,296,289,4,3,0.43,1.3514,4.4521
2025-04-30T09:00:00Z,2025-04-30T10:00:00Z,AA,136,111,19,6,21.26,13.9706,18.8034
2025-04-30T09:00:00Z,2025-04-30T10:00:00Z,DL,139,137,0,2,-1.50,0.0000,4.3165
2025-04-30T09:00:00Z,2025-04-30T10:00:00Z,UA,142,140,2,0,4.64,1.4085,11.4286
2025-04-30T09:00:00Z,2025-04-30T10:00:00Z,WN,193,188,3,2,2.73,1.5544,6.3158
2025-04-30T10:00:00Z,2025-04-30T11:00:00Z,AA,158,124,34,0,43.44,21.5190,22.5806
2025-04-30T10:00:00Z,2025-04-30T11:00:00Z,DL,160,159,0,1,3.25,0.0000,9.3750
2025-04-30T10:00:00Z,2025-04-30T11:00:00Z,UA,131,130,1,0,16.66,0.7634,17.6923
2025-04-30T10:00:00Z,2025-04-30T11:00:00Z,WN,257,245,12,0,7.39,4.6693,10.2041
2025-04-30T11:00:00Z,2025-04-30T12:00:00Z,AA,165,134,31,0,28.54,18.7879,23.1343
2025-04-30T11:00:00Z,2025-04-30T12:00:00Z,DL,210,210,0,0,9.48,0.0000,8.0952
2025-04-30T11:00:00Z,2025-04-30T12:00:00Z,UA,123,122,1,0,4.06,0.8130,9.0164
2025-04-30T11:00:00Z,2025-04-30T12:00:00Z,WN,225,212,12,1,23.85,5.3333,22.0657
2025-04-30T12:00:00Z,2025-04-30T13:00:00Z,AA,146,97,49,0,65.44,33.5616,27.8351
2025-04-30T12:00:00Z,2025-04-30T13:00:00Z,DL,182,181,0,1,10.92,0.0000,8.7912
2025-04-30T12:00:00Z,2025-04-30T13:00:00Z,UA,122,120,1,1,13.40,0.8197,10.7438
2025-04-30T12:00:00Z,2025-04-30T13:00:00Z,WN,219,200,19,0,21.92,8.6758,23.0000
2025-04-30T13:00:00Z,2025-04-30T14:00:00Z,AA,145,122,23,0,32.42,15.8621,24.5902
2025-04-30T13:00:00Z,2025-04-30T14:00:00Z,DL,152,152,0,0,9.97,0.0000,12.5000
2025-04-30T13:00:00Z,2025-04-30T14:00:00Z,UA,127,124,3,0,15.40,2.3622,16.9355
2025-04-30T13:00:00Z,2025-04-30T14:00:00Z,WN,241,229,12,0,23.04,4.9793,25.3275
2025-04-30T14:00:00Z,2025-04-30T15:00:00Z,AA,147,119,27,1,59.32,18.3673,35.8333
2025-04-30T14:00:00Z,2025-04-30T15:00:00Z,DL,151,151,0,0,11.61,0.0000,13.9073
2025-04-30T14:00:00Z,2025-04-30T15:00:00Z,UA,127,125,1,1,22.38,0.7874,21.4286
2025-04-30T14:00:00Z,2025-04-30T15:00:00Z,WN,221,205,15,1,33.13,6.7873,32.5243
2025-04-30T15:00:00Z,2025-04-30T16:00:00Z,AA,141,116,25,0,41.58,17.7305,28.4483
2025-04-30T15:00:00Z,2025-04-30T16:00:00Z,DL,183,183,0,0,7.80,0.0000,16.3934
2025-04-30T15:00:00Z,2025-04-30T16:00:00Z,UA,99,97,1,1,24.33,1.0101,27.5510
2025-04-30T15:00:00Z,2025-04-30T16:00:00Z,WN,223,217,6,0,28.16,2.6906,35.9447
2025-04-30T16:00:00Z,2025-04-30T17:00:00Z,AA,150,126,24,0,46.40,16.0000,33.3333
2025-04-30T16:00:00Z,2025-04-30T17:00:00Z,DL,130,129,0,1,13.95,0.0000,19.2308
2025-04-30T16:00:00Z,2025-04-30T17:00:00Z,UA,141,139,0,2,30.04,0.0000,22.6950
2025-04-30T16:00:00Z,2025-04-30T17:00:00Z,WN,226,215,11,0,28.96,4.8673,35.8140
2025-04-30T17:00:00Z,2025-04-30T18:00:00Z,AA,157,129,27,1,33.08,17.1975,33.8462
2025-04-30T17:00:00Z,2025-04-30T18:00:00Z,DL,176,176,0,0,7.76,0.0000,11.3636
2025-04-30T17:00:00Z,2025-04-30T18:00:00Z,UA,133,132,1,0,20.76,0.7519,26.5152
2025-04-30T17:00:00Z,2025-04-30T18:00:00Z,WN,247,239,8,0,29.71,3.2389,35.5649
2025-04-30T18:00:00Z,2025-04-30T19:00:00Z,AA,164,139,25,0,33.04,15.2439,41.7266
2025-04-30T18:00:00Z,2025-04-30T19:00:00Z,DL,169,169,0,0,15.82,0.0000,20.1183
2025-04-30T18:00:00Z,2025-04-30T19:00:00Z,UA,136,131,0,5,18.03,0.0000,20.5882
2025-04-30T18:00:00Z,2025-04-30T19:00:00Z,WN,253,241,12,0,29.25,4.7431,40.2490
2025-04-30T19:00:00Z,2025-04-30T20:00:00Z,AA,310,266,44,0,53.95,14.1935,41.3534
2025-04-30T19:00:00Z,2025-04-30T20:00:00Z,DL,260,258,0,2,9.02,0.0000,16.9231
2025-04-30T19:00:00Z,2025-04-30T20:00:00Z,UA,278,268,0,10,34.22,0.0000,38.8489
2025-04-30T19:00:00Z,2025-04-30T20:00:00Z,WN,490,476,10,4,28.00,2.0408,39.1667
2025-04-30T20:00:00Z,2025-04-30T21:00:00Z,AA,266,230,36,0,24.63,13.5338,28.6957
2025-04-30T20:00:00Z,2025-04-30T21:00:00Z,DL,196,196,0,0,9.97,0.0000,21.4286
2025-04-30T20:00:00Z,2025-04-30T21:00:00Z,UA,168,158,0,10,38.90,0.0000,44.0476
2025-04-30T20:00:00Z,2025-04-30T21:00:00Z,WN,382,368,14,0,27.83,3.6649,38.5870
2025-04-30T21:00:00Z,2025-04-30T22:00:00Z,AA,174,154,20,0,32.17,11.4943,31.1688
2025-04-30T21:00:00Z,2025-04-30T22:00:00Z,DL,164,164,0,0,9.45,0.0000,19.5122
2025-04-30T21:00:00Z,2025-04-30T22:00:00Z,UA,114,108,2,4,33.09,1.7544,30.3571
2025-04-30T21:00:00Z,2025-04-30T22:00:00Z,WN,190,172,18,0,33.22,9.4737,55.8140
2025-04-30T22:00:00Z,2025-04-30T23:00:00Z,AA,220,204,16,0,26.46,7.2727,28.4314
2025-04-30T22:00:00Z,2025-04-30T23:00:00Z,DL,216,214,0,2,10.63,0.0000,12.0370
2025-04-30T22:00:00Z,2025-04-30T23:00:00Z,UA,74,72,2,0,7.33,2.7027,19.4444
2025-04-30T22:00:00Z,2025-04-30T23:00:00Z,WN,14,14,0,0,0.71,0.0000,0.0000
