window_start,window_end,airline,num_flights,completed,cancelled,diverted,dep_delay_mean,cancellation_rate,late_departure_rate
2025-01-01T13:00:00Z,2025-01-01T14:00:00Z,UA,125,123,1,1,14.05,0.8000,20.1613
2025-01-01T13:00:00Z,2025-01-01T14:00:00Z,WN,237,237,0,0,7.84,0.0000,18.5654
2025-01-01T14:00:00Z,2025-01-01T15:00:00Z,AA,132,132,0,0,7.06,0.0000,13.6364
2025-01-01T14:00:00Z,2025-01-01T15:00:00Z,DL,123,123,0,0,6.34,0.0000,14.6341
2025-01-01T14:00:00Z,2025-01-01T15:00:00Z,UA,123,122,0,1,12.89,0.0000,19.5122
2025-01-01T14:00:00Z,2025-01-01T15:00:00Z,WN,238,238,0,0,8.55,0.0000,20.5882
2025-01-01T15:00:00Z,2025-01-01T16:00:00Z,AA,123,123,0,0,19.52,0.0000,16.2602
2025-01-01T15:00:00Z,2025-01-01T16:00:00Z,DL,128,128,0,0,6.79,0.0000,14.0625
2025-01-01T15:00:00Z,2025-01-01T16:00:00Z,UA,77,76,1,0,8.25,1.2987,13.1579
2025-01-01T15:00:00Z,2025-01-01T16:00:00Z,WN,215,215,0,0,6.95,0.0000,18.1395
2025-01-01T16:00:00Z,2025-01-01T17:00:00Z,AA,145,144,0,1,5.69,0.0000,14.4828
2025-01-01T16:00:00Z,2025-01-01T17:00:00Z,DL,92,92,0,0,8.66,0.0000,15.2174
2025-01-01T16:00:00Z,2025-01-01T17:00:00Z,UA,140,140,0,0,7.98,0.0000,15.0000
2025-01-01T16:00:00Z,2025-01-01T17:00:00Z,WN,251,251,0,0,7.78,0.0000,19.9203
2025-01-01T17:00:00Z,2025-01-01T18:00:00Z,AA,139,139,0,0,7.18,0.0000,19.4245
2025-01-01T17:00:00Z,2025-01-01T18:00:00Z,DL,132,132,0,0,4.29,0.0000,11.3636
2025-01-01T17:00:00Z,2025-01-01T18:00:00Z,UA,133,132,1,0,13.80,0.7519,26.5152
2025-01-01T17:00:00Z,2025-01-01T18:00:00Z,WN,215,215,0,0,9.45,0.0000,21.8605
2025-01-01T18:00:00Z,2025-01-01T19:00:00Z,AA,145,145,0,0,10.16,0.0000,20.0000
2025-01-01T18:00:00Z,2025-01-01T19:00:00Z,DL,83,83,0,0,5.83,0.0000,14.4578
2025-01-01T18:00:00Z,2025-01-01T19:00:00Z,UA,146,146,0,0,8.82,0.0000,17.1233
2025-01-01T18:00:00Z,2025-01-01T19:00:00Z,WN,251,251,0,0,8.63,0.0000,22.3108
2025-01-01T19:00:00Z,2025-01-01T20:00:00Z,AA,131,131,0,0,5.15,0.0000,18.3206
2025-01-01T19:00:00Z,2025-01-01T20:00:00Z,DL,76,76,0,0,-0.38,0.0000,5.2632
2025-01-01T19:00:00Z,2025-01-01T20:00:00Z,UA,104,100,3,1,12.88,2.8846,15.8416
2025-01-01T19:00:00Z,2025-01-01T20:00:00Z,WN,217,217,0,0,8.52,0.0000,22.5806
2025-01-01T20:00:00Z,2025-01-01T21:00:00Z,AA,131,131,0,0,8.31,0.0000,16.7939
2025-01-01T20:00:00Z,2025-01-01T21:00:00Z,DL,51,51,0,0,8.43,0.0000,17.6471
2025-01-01T20:00:00Z,2025-01-01T21:00:00Z,UA,116,115,1,0,7.13,0.8621,16.5217
2025-01-01T20:00:00Z,2025-01-01T21:00:00Z,WN,172,172,0,0,6.33,0.0000,14.5349
2025-01-01T21:00:00Z,2025-01-01T22:00:00Z,AA,87,87,0,0,11.89,0.0000,19.5402
2025-01-01T21:00:00Z,2025-01-01T22:00:00Z,DL,77,77,0,0,0.40,0.0000,9.0909
2025-01-01T21:00:00Z,2025-01-01T22:00:00Z,UA,57,57,0,0,6.60,0.0000,21.0526
2025-01-01T21:00:00Z,2025-01-01T22:00:00Z,WN,23,23,0,0,8.61,0.0000,17.3913
2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,AA,83,83,0,0,5.35,0.0000,8.4337
2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,DL,68,68,0,0,14.16,0.0000,11.7647
2025-01-01T22:00:00Z,2025-01-01T23:00:00Z,UA,49,48,0,1,1.86,0.0000,8.1633
2025-01-01T23:00:00Z,2025-01-02T00:00:00Z,AA,34,34,0,0,1.26,0.0000,8.8235
2025-01-01T23:00:00Z,2025-01-02T00:00:00Z,DL,21,21,0,0,-4.38,0.0000,0.0000
2025-01-01T23:00:00Z,2025-01-02T00:00:00Z,UA,48,48,0,0,0.90,0.0000,10.4167
2025-01-02T00:00:00Z,2025-01-02T01:00:00Z,AA,16,16,0,0,-0.44,0.0000,6.2500
2025-01-02T00:00:00Z,2025-01-02T01:00:00Z,DL,1,1,0,0,-9.00,0.0000,0.0000
2025-01-02T00:00:00Z,2025-01-02T01:00:00Z,UA,9,9,0,0,12.00,0.0000,33.3333
2025-01-02T01:00:00Z,2025-01-02T02:00:00Z,AA,2,2,0,0,-8.00,0.0000,0.0000
2025-01-02T01:00:00Z,2025-01-02T02:00:00Z,DL,2,2,0,0,7.00,0.0000,50.0000
2025-01-02T01:00:00Z,2025-01-02T02:00:00Z,UA,1,1,0,0,-16.00,0.0000,0.0000
2025-01-02T02:00:00Z,2025-01-02T03:00:00Z,UA,1,1,0,0,-6.00,0.0000,0.0000
2025-01-02T03:00:00Z,2025-01-02T04:00:00Z,DL,1,1,0,0,-3.00,0.0000,0.0000
2025-01-02T05:00:00Z,2025-01-02T06:00:00Z,AA,117,116,0,1,0.44,0.0000,6.8376
2025-01-02T05:00:00Z,2025-01-02T06:00:00Z,DL,59,59,0,0,-2.90,0.0000,1.6949
2025-01-02T05:00:00Z,2025-01-02T06:00:00Z,UA,47,45,2,0,8.20,4.2553,8.8889
2025-01-02T05:00:00Z,2025-01-02T06:00:00Z,WN,221,221,0,0,-2.56,0.0000,1.8100
2025-01-02T06:00:00Z,2025-01-02T07:00:00Z,AA,182,182,0,0,-0.46,0.0000,5.4945
2025-01-02T06:00:00Z,2025-01-02T07:00:00Z,DL,178,177,0,1,-0.60,0.0000,6.7416
2025-01-02T06:00:00Z,2025-01-02T07:00:00Z,UA,136,136,0,0,2.82,0.0000,15.4412
2025-01-02T06:00:00Z,2025-01-02T07:00:00Z,WN,301,300,1,0,1.15,0.3322,4.0000
2025-01-02T07:00:00Z,2025-01-02T08:00:00Z,AA,191,190,0,1,5.14,0.0000,9.4241
2025-01-02T07:00:00Z,2025-01-02T08:00:00Z,DL,225,225,0,0,1.04,0.0000,8.8889
2025-01-02T07:00:00Z,2025-01-02T08:00:00Z,UA,182,180,1,1,-0.10,0.5495,7.1823
2025-01-02T07:00:00Z,2025-01-02T08:00:00Z,WN,220,214,0,6,-1.30,0.0000,3.6364
2025-01-02T08:00:00Z,2025-01-02T09:00:00Z,AA,183,182,0,1,5.93,0.0000,13.1148
2025-01-02T08:00:00Z,2025-01-02T09:00:00Z,DL,169,167,0,2,2.20,0.0000,8.8757
2025-01-02T08:00:00Z,2025-01-02T09:00:00Z,UA,177,173,2,2,6.63,1.1299,10.8571
2025-01-02T08:00:00Z,2025-01-02T09:00:00Z,WN,256,253,1,2,2.84,0.3906,9.4118
2025-01-02T09:00:00Z,2025-01-02T10:00:00Z,AA,135,135,0,0,1.32,0.0000,11.1111
2025-01-02T09:00:00Z,2025-01-02T10:00:00Z,DL,125,125,0,0,3.52,0.0000,14.4000
2025-01-02T09:00:00Z,2025-01-02T10:00:00Z,UA,126,126,0,0,8.38,0.0000,15.0794
2025-01-02T09:00:00Z,2025-01-02T10:00:00Z,WN,240,240,0,0,7.79,0.0000,10.4167
2025-01-02T10:00:00Z,2025-01-02T11:00:00Z,AA,146,145,0,1,6.83,0.0000,15.7534
2025-01-02T10:00:00Z,2025-01-02T11:00:00Z,DL,142,142,0,0,6.78,0.0000,16.1972
2025-01-02T10:00:00Z,2025-01-02T11:00:00Z,UA,111,110,1,0,5.20,0.9009,10.9091
2025-01-02T10:00:00Z,2025-01-02T11:00:00Z,WN,231,229,1,1,7.33,0.4329,12.1739
2025-01-02T11:00:00Z,2025-01-02T12:00:00Z,AA,159,159,0,0,3.91,0.0000,12.5786
2025-01-02T11:00:00Z,2025-01-02T12:00:00Z,DL,192,192,0,0,10.75,0.0000,15.1042
2025-01-02T11:00:00Z,2025-01-02T12:00:00Z,UA,119,117,2,0,5.72,1.6807,11.9658
2025-01-02T11:00:00Z,2025-01-02T12:00:00Z,WN,224,223,1,0,7.27,0.4464,14.3498
2025-01-02T12:00:00Z,2025-01-02T13:00:00Z,AA,139,139,0,0,9.99,0.0000,15.8273
2025-01-02T12:00:00Z,2025-01-02T13:00:00Z,DL,161,160,1,0,8.91,0.6211,19.3750
2025-01-02T12:00:00Z,2025-01-02T13:00:00Z,UA,116,116,0,0,0.71,0.0000,7.7586
2025-01-02T12:00:00Z,2025-01-02T13:00:00Z,WN,256,254,1,1,10.96,0.3906,19.6078
2025-01-02T13:00:00Z,2025-01-02T14:00:00Z,AA,151,151,0,0,19.71,0.0000,18.5430
2025-01-02T13:00:00Z,2025-01-02T14:00:00Z,DL,129,128,1,0,8.91,0.7752,16.4063
2025-01-02T13:00:00Z,2025-01-02T14:00:00Z,UA,127,126,1,0,8.79,0.7874,15.8730
2025-01-02T13:00:00Z,2025-01-02T14:00:00Z,WN,217,217,0,0,9.82,0.0000,18.8940
2025-01-02T14:00:00Z,2025-01-02T15:00:00Z,AA,133,133,0,0,10.15,0.0000,21.0526
2025-01-02T14:00:00Z,2025-01-02T15:00:00Z,DL,141,140,1,0,9.92,0.7092,17.8571
2025-01-02T14:00:00Z,2025-01-02T15:00:00Z,UA,121,120,0,1,8.41,0.0000,14.0496
2025-01-02T14:00:00Z,2025-01-02T15:00:00Z,WN,226,224,1,1,12.28,0.4425,21.7778
2025-01-02T15:00:00Z,2025-01-02T16:00:00Z,AA,125,125,0,0,20.79,0.0000,22.4000
2025-01-02T15:00:00Z,2025-01-02T16:00:00Z,DL,167,165,1,1,6.55,0.5988,18.0723
2025-01-02T15:00:00Z,2025-01-02T16:00:00Z,UA,76,76,0,0,10.32,0.0000,17.1053
2025-01-02T15:00:00Z,2025-01-02T16:00:00Z,WN,247,247,0,0,14.21,0.0000,27.1255
2025-01-02T16:00:00Z,2025-01-02T17:00:00Z,AA,155,155,0,0,11.34,0.0000,19.3548
2025-01-02T16:00:00Z,2025-01-02T17:00:00Z,DL,122,120,1,1,12.66,0.8197,25.6198
2025-01-02T16:00:00Z,2025-01-02T17:00:00Z,UA,141,139,1,1,5.47,0.7092,12.1429
2025-01-02T16:00:00Z,2025-01-02T17:00:00Z,WN,228,225,2,1,11.00,0.8772,21.2389
2025-01-02T17:00:00Z,2025-01-02T18:00:00Z,AA,151,151,0,0,11.80,0.0000,15.8940
2025-01-02T17:00:00Z,2025-01-02T18:00:00Z,DL,153,152,0,1,8.83,0.0000,18.3007
2025-01-02T17:00:00Z,2025-01-02T18:00:00Z,UA,135,135,0,0,6.98,0.0000,13.3333
2025-01-02T17:00:00Z,2025-01-02T18:00:00Z,WN,212,211,0,1,11.39,0.0000,24.0566
2025-01-02T18:00:00Z,2025-01-02T19:00:00Z,AA,168,164,0,4,12.82,0.0000,21.4286
2025-01-02T18:00:00Z,2025-01-02T19:00:00Z,DL,163,162,0,1,14.94,0.0000,19.6319
2025-01-02T18:00:00Z,2025-01-02T19:00:00Z,UA,147,146,0,1,11.98,0.0000,21.7687
2025-01-02T18:00:00Z,2025-01-02T19:00:00Z,WN,246,241,1,4,10.01,0.4065,24.0816
2025-01-02T19:00:00Z,2025-01-02T20:00:00Z,AA,152,150,0,2,10.86,0.0000,21.7105
2025-01-02T19:00:00Z,2025-01-02T20:00:00Z,DL,142,138,0,4,10.34,0.0000,24.6479
2025-01-02T19:00:00Z,2025-01-02T20:00:00Z,UA,108,101,0,7,9.17,0.0000,19.4444
2025-01-02T19:00:00Z,2025-01-02T20:00:00Z,WN,220,201,6,13,11.67,2.7273,24.7664
2025-01-02T20:00:00Z,2025-01-02T21:00:00Z,AA,135,134,0,1,15.80,0.0000,30.3704
2025-01-02T20:00:00Z,2025-01-02T21:00:00Z,DL,77,76,0,1,5.45,0.0000,23.3766
2025-01-02T20:00:00Z,2025-01-02T21:00:00Z,UA,121,117,0,4,16.91,0.0000,28.9256
2025-01-02T20:00:00Z,2025-01-02T21:00:00Z,WN,282,266,12,4,11.44,4.2553,26.6667
2025-01-02T21:00:00Z,2025-01-02T22:00:00Z,AA,96,94,0,2,24.43,0.0000,28.1250
2025-01-02T21:00:00Z,2025-01-02T22:00:00Z,DL,91,90,0,1,18.38,0.0000,24.1758
2025-01-02T21:00:00Z,2025-01-02T22:00:00Z,UA,57,56,0,1,25.30,0.0000,26.3158
2025-01-02T21:00:00Z,2025-01-02T22:00:00Z,WN,185,170,13,2,10.99,7.0270,25.5814
2025-01-02T22:00:00Z,2025-01-02T23:00:00Z,AA,91,91,0,0,24.69,0.0000,28.5714
2025-01-02T22:00:00Z,2025-01-02T23:00:00Z,DL,107,107,0,0,26.95,0.0000,16.8224
2025-01-02T22:00:00Z,2025-01-02T23:00:00Z,UA,50,50,0,0,25.50,0.0000,24.0000
2025-01-02T22:00:00Z,2025-01-02T23:00:00Z,WN,136,131,4,1,8.75,2.9412,19.6970
2025-01-02T23:00:00Z,2025-01-03T00:00:00Z,AA,40,40,0,0,19.75,0.0000,20.0000
2025-01-02T23:00:00Z,2025-01-03T00:00:00Z,DL,36,36,0,0,4.92,0.0000,16.6667
2025-01-02T23:00:00Z,2025-01-03T00:00:00Z,UA,49,49,0,0,8.71,0.0000,16.3265
2025-01-03T00:00:00Z,2025-01-03T01:00:00Z,AA,16,16,0,0,8.63,0.0000,25.0000
2025-01-03T00:00:00Z,2025-01-03T01:00:00Z,DL,2,2,0,0,5.00,0.0000,50.0000
2025-01-03T00:00:00Z,2025-01-03T01:00:00Z,UA,9,9,0,0,18.22,0.0000,22.2222
2025-01-03T01:00:00Z,2025-01-03T02:00:00Z,AA,3,3,0,0,-4.67,0.0000,0.0000
2025-01-03T01:00:00Z,2025-01-03T02:00:00Z,DL,2,2,0,0,15.00,0.0000,50.0000
2025-01-03T01:00:00Z,2025-01-03T02:00:00Z,UA,1,1,0,0,-15.00,0.0000,0.0000
2025-01-03T02:00:00Z,2025-01-03T03:00:00Z,UA,1,1,0,0,-8.00,0.0000,0.0000
2025-01-03T03:00:00Z,2025-01-03T04:00:00Z,DL,1,1,0,0,-4.00,0.0000,0.0000
2025-01-03T05:00:00Z,2025-01-03T06:00:00Z,AA,116,116,0,0,7.57,0.0000,5.1724
2025-01-03T05:00:00Z,2025-01-03T06:00:00Z,DL,62,62,0,0,7.52,0.0000,9.6774
2025-01-03T05:00:00Z,2025-01-03T06:00:00Z,UA,47,47,0,0,-2.87,0.0000,0.0000
2025-01-03T05:00:00Z,2025-01-03T06:00:00Z,WN,185,183,0,2,0.90,0.0000,3.2432
2025-01-03T06:00:00Z,2025-01-03T07:00:00Z,AA,178,178,0,0,18.59,0.0000,13.4831
2025-01-03T06:00:00Z,2025-01-03T07:00:00Z,DL,176,176,0,0,4.74,0.0000,9.6591
2025-01-03T06:00:00Z,2025-01-03T07:00:00Z,UA,136,136,0,0,10.67,0.0000,10.2941
2025-01-03T06:00:00Z,2025-01-03T07:00:00Z,WN,310,297,13,0,7.35,4.1935,7.7441
2025-01-03T07:00:00Z,2025-01-03T08:00:00Z,AA,196,196,0,0,14.34,0.0000,10.2041
2025-01-03T07:00:00Z,2025-01-03T08:00:00Z,DL,223,223,0,0,8.04,0.0000,12.1076
2025-01-03T07:00:00Z,2025-01-03T08:00:00Z,UA,180,179,0,1,22.28,0.0000,21.6667
2025-01-03T07:00:00Z,2025-01-03T08:00:00Z,WN,212,200,12,0,12.55,5.6604,18.5000
2025-01-03T08:00:00Z,2025-01-03T09:00:00Z,AA,181,180,0,1,9.06,0.0000,10.4972
2025-01-03T08:00:00Z,2025-01-03T09:00:00Z,DL,168,168,0,0,11.40,0.0000,13.0952
2025-01-03T08:00:00Z,2025-01-03T09:00:00Z,UA,178,178,0,0,7.90,0.0000,13.4831
2025-01-03T08:00:00Z,2025-01-03T09:00:00Z,WN,265,258,7,0,12.72,2.6415,19.7674
2025-01-03T09:00:00Z,2025-01-03T10:00:00Z,AA,135,135,0,0,10.12,0.0000,13.3333
2025-01-03T09:00:00Z,2025-01-03T10:00:00Z,DL,125,125,0,0,6.50,0.0000,15.2000
2025-01-03T09:00:00Z,2025-01-03T10:00:00Z,UA,122,122,0,0,22.58,0.0000,27.8689
2025-01-03T09:00:00Z,2025-01-03T10:00:00Z,WN,226,225,0,1,19.70,0.0000,26.5487
2025-01-03T10:00:00Z,2025-01-03T11:00:00Z,AA,139,139,0,0,9.40,0.0000,18.7050
2025-01-03T10:00:00Z,2025-01-03T11:00:00Z,DL,141,141,0,0,10.74,0.0000,19.1489
2025-01-03T10:00:00Z,2025-01-03T11:00:00Z,UA,109,109,0,0,13.31,0.0000,24.7706
2025-01-03T10:00:00Z,2025-01-03T11:00:00Z,WN,232,229,1,2,15.35,0.4310,22.9437
2025-01-03T11:00:00Z,2025-01-03T12:00:00Z,AA,156,156,0,0,11.37,0.0000,16.0256
2025-01-03T11:00:00Z,2025-01-03T12:00:00Z,DL,191,191,0,0,8.94,0.0000,14.6597
2025-01-03T11:00:00Z,2025-01-03T12:00:00Z,UA,119,119,0,0,23.51,0.0000,34.4538
2025-01-03T11:00:00Z,2025-01-03T12:00:00Z,WN,236,235,0,1,18.33,0.0000,29.6610
2025-01-03T12:00:00Z,2025-01-03T13:00:00Z,AA,139,139,0,0,11.12,0.0000,27.3381
2025-01-03T12:00:00Z,2025-01-03T13:00:00Z,DL,159,159,0,0,9.83,0.0000,16.9811
2025-01-03T12:00:00Z,2025-01-03T13:00:00Z,UA,112,112,0,0,20.40,0.0000,23.2143
2025-01-03T12:00:00Z,2025-01-03T13:00:00Z,WN,236,236,0,0,21.81,0.0000,38.1356
2025-01-03T13:00:00Z,2025-01-03T14:00:00Z,AA,142,142,0,0,12.54,0.0000,19.0141
2025-01-03T13:00:00Z,2025-01-03T14:00:00Z,DL,128,128,0,0,10.45,0.0000,22.6563
2025-01-03T13:00:00Z,2025-01-03T14:00:00Z,UA,127,125,2,0,23.28,1.5748,40.0000
2025-01-03T13:00:00Z,2025-01-03T14:00:00Z,WN,234,233,1,0,26.06,0.4274,36.4807
2025-01-03T14:00:00Z,2025-01-03T15:00:00Z,AA,133,133,0,0,34.62,0.0000,29.3233
2025-01-03T14:00:00Z,2025-01-03T15:00:00Z,DL,140,140,0,0,20.81,0.0000,20.7143
2025-01-03T14:00:00Z,2025-01-03T15:00:00Z,UA,121,121,0,0,25.60,0.0000,33.8843
2025-01-03T14:00:00Z,2025-01-03T15:00:00Z,WN,234,234,0,0,25.39,0.0000,41.8803
2025-01-03T15:00:00Z,2025-01-03T16:00:00Z,AA,126,126,0,0,17.79,0.0000,30.1587
2025-01-03T15:00:00Z,2025-01-03T16:00:00Z,DL,166,166,0,0,19.99,0.0000,22.8916
2025-01-03T15:00:00Z,2025-01-03T16:00:00Z,UA,74,74,0,0,19.86,0.0000,33.7838
2025-01-03T15:00:00Z,2025-01-03T16:00:00Z,WN,225,225,0,0,25.84,0.0000,40.8889
2025-01-03T16:00:00Z,2025-01-03T17:00:00Z,AA,147,147,0,0,19.07,0.0000,29.2517
2025-01-03T16:00:00Z,2025-01-03T17:00:00Z,DL,119,119,0,0,18.40,0.0000,23.5294
2025-01-03T16:00:00Z,2025-01-03T17:00:00Z,UA,142,140,0,2,23.77,0.0000,34.5070
2025-01-03T16:00:00Z,2025-01-03T17:00:00Z,WN,240,239,1,0,27.36,0.4167,46.8619
2025-01-03T17:00:00Z,2025-01-03T18:00:00Z,AA,141,141,0,0,13.36,0.0000,25.5319
2025-01-03T17:00:00Z,2025-01-03T18:00:00Z,DL,153,153,0,0,9.73,0.0000,17.6471
2025-01-03T17:00:00Z,2025-01-03T18:00:00Z,UA,131,130,1,0,22.51,0.7634,35.3846
2025-01-03T17:00:00Z,2025-01-03T18:00:00Z,WN,241,241,0,0,27.72,0.0000,45.6432
2025-01-03T18:00:00Z,2025-01-03T19:00:00Z,AA,154,153,0,1,19.62,0.0000,29.2208
2025-01-03T18:00:00Z,2025-01-03T19:00:00Z,DL,164,164,0,0,13.20,0.0000,21.9512
2025-01-03T18:00:00Z,2025-01-03T19:00:00Z,UA,147,146,1,0,20.42,0.6803,32.1918
2025-01-03T18:00:00Z,2025-01-03T19:00:00Z,WN,230,229,1,0,31.14,0.4348,48.9083
2025-01-03T19:00:00Z,2025-01-03T20:00:00Z,AA,138,138,0,0,20.07,0.0000,32.6087
2025-01-03T19:00:00Z,2025-01-03T20:00:00Z,DL,138,138,0,0,13.18,0.0000,28.2609
2025-01-03T19:00:00Z,2025-01-03T20:00:00Z,UA,108,108,0,0,15.59,0.0000,33.3333
2025-01-03T19:00:00Z,2025-01-03T20:00:00Z,WN,227,226,0,1,29.43,0.0000,54.1850
2025-01-03T20:00:00Z,2025-01-03T21:00:00Z,AA,132,132,0,0,13.77,0.0000,26.5152
2025-01-03T20:00:00Z,2025-01-03T21:00:00Z,DL,77,77,0,0,17.43,0.0000,32.4675
2025-01-03T20:00:00Z,2025-01-03T21:00:00Z,UA,117,116,1,0,22.23,0.8547,37.0690
2025-01-03T20:00:00Z,2025-01-03T21:00:00Z,WN,289,284,2,3,30.73,0.6920,52.2648
2025-01-03T21:00:00Z,2025-01-03T22:00:00Z,AA,86,86,0,0,16.70,0.0000,29.0698
2025-01-03T21:00:00Z,2025-01-03T22:00:00Z,DL,91,91,0,0,15.68,0.0000,29.6703
2025-01-03T21:00:00Z,2025-01-03T22:00:00Z,UA,58,58,0,0,17.88,0.0000,32.7586
2025-01-03T21:00:00Z,2025-01-03T22:00:00Z,WN,132,132,0,0,30.96,0.0000,53.7879
2025-01-03T22:00:00Z,2025-01-03T23:00:00Z,AA,86,86,0,0,14.48,0.0000,29.0698
2025-01-03T22:00:00Z,2025-01-03T23:00:00Z,DL,107,107,0,0,5.25,0.0000,21.4953
2025-01-03T22:00:00Z,2025-01-03T23:00:00Z,UA,50,49,1,0,16.49,2.0000,38.7755
2025-01-03T22:00:00Z,2025-01-03T23:00:00Z,WN,132,132,0,0,21.23,0.0000,53.0303
2025-01-03T23:00:00Z,2025-01-04T00:00:00Z,AA,32,32,0,0,11.22,0.0000,21.8750
2025-01-03T23:00:00Z,2025-01-04T00:00:00Z,DL,35,35,0,0,6.69,0.0000,17.1429
2025-01-03T23:00:00Z,2025-01-04T00:00:00Z,UA,49,49,0,0,23.88,0.0000,24.4898
2025-01-04T00:00:00Z,2025-01-04T01:00:00Z,AA,15,15,0,0,6.80,0.0000,20.0000
2025-01-04T00:00:00Z,2025-01-04T01:00:00Z,DL,2,2,0,0,-1.50,0.0000,0.0000
2025-01-04T00:00:00Z,2025-01-04T01:00:00Z,UA,9,9,0,0,6.33,0.0000,33.3333
2025-01-04T01:00:00Z,2025-01-04T02:00:00Z,AA,3,3,0,0,-2.67,0.0000,0.0000
