global_start,snapshot_ts,airline,hour,count,min,p25,p50,p75,p90,max
2025-01-01T22:00:00Z,2025-04-01T00:00:00Z,UA,22,2711,-28.00,-6.77,-2.82,5.32,27.70,1048.00
2025-01-01T23:00:00Z,2025-02-01T00:00:00Z,AA,23,754,-19.00,-6.00,-2.25,4.92,28.18,1041.00
2025-01-01T23:00:00Z,2025-02-01T00:00:00Z,DL,23,737,-22.00,-6.31,-2.01,6.80,30.03,897.00
2025-01-01T23:00:00Z,2025-02-01T00:00:00Z,UA,23,980,-20.00,-7.47,-3.32,4.67,25.35,1124.00
2025-01-01T23:00:00Z,2025-03-01T00:00:00Z,AA,23,1448,-20.00,-6.19,-2.33,4.90,28.50,1041.00
2025-01-01T23:00:00Z,2025-03-01T00:00:00Z,DL,23,1357,-22.00,-6.31,-1.89,7.10,30.92,929.00
2025-01-01T23:00:00Z,2025-03-01T00:00:00Z,UA,23,1827,-20.00,-7.80,-3.78,3.70,22.58,1124.00
2025-01-01T23:00:00Z,2025-04-01T00:00:00Z,AA,23,2305,-22.00,-6.05,-2.25,6.19,32.05,1041.00
2025-01-01T23:00:00Z,2025-04-01T00:00:00Z,DL,23,2339,-22.00,-6.42,-2.26,6.88,31.61,942.00
2025-01-01T23:00:00Z,2025-04-01T00:00:00Z,UA,23,3058,-24.00,-7.90,-4.04,3.45,23.06,1124.00
2025-01-02T22:00:00Z,2025-02-01T00:00:00Z,WN,22,505,-15.00,-0.21,15.72,37.35,66.46,187.00
2025-01-02T22:00:00Z,2025-03-01T00:00:00Z,WN,22,1664,-15.00,-3.99,6.56,30.70,66.68,242.00
2025-01-02T22:00:00Z,2025-04-01T00:00:00Z,WN,22,4579,-17.00,-3.86,4.61,27.97,66.31,250.00
2025-02-13T23:05:00Z,2025-03-01T00:00:00Z,WN,23,39,-15.00,-6.00,-3.00,8.00,22.00,103.00
2025-02-13T23:05:00Z,2025-04-01T00:00:00Z,WN,23,309,-15.00,-3.93,-0.39,7.39,20.65,103.00
