window_type,scope,airline,hour,metric,wm15_mean,wm100_mean,adaptive_mean,abs_diff_wm100_minus_wm15,pct_diff_wm100_vs_wm15,abs_diff_adaptive_minus_wm15,pct_diff_adaptive_vs_wm15,wm15_non_null_values,wm100_non_null_values,adaptive_non_null_values
1day,airline_hour,DL,14,p90,45.118655,45.118655,45.118655,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,14,max,337.168067,337.168067,337.168067,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,15,min,-16.378151,-16.378151,-16.378151,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,15,p25,-4.939244,-4.939244,-4.939244,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,15,p50,1.265462,1.265462,1.265462,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,15,p75,17.134958,17.134958,17.134958,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,15,p90,50.61958,50.61958,50.61958,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,15,max,355.310924,355.310924,355.310924,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,16,min,-15.815126,-15.815126,-15.815126,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,16,p25,-5.026134,-5.026134,-5.026134,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,16,p50,1.748655,1.748655,1.748655,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,16,p75,18.540504,18.540504,18.540504,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,16,p90,50.063613,50.063613,50.063613,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,16,max,332.87395,332.87395,332.87395,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,17,min,-19.10084,-19.10084,-19.10084,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,17,p25,-6.535042,-6.535042,-6.535042,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,17,p50,-0.399496,-0.399496,-0.399496,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,17,p75,15.657983,15.657983,15.657983,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,17,p90,50.142269,50.142269,50.142269,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,17,max,394.563025,394.563025,394.563025,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,18,min,-18.823529,-18.823529,-18.823529,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,18,p25,-5.516555,-5.516555,-5.516555,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,18,p50,1.897227,1.897227,1.897227,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,18,p75,19.880084,19.880084,19.880084,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,18,p90,55.969328,55.969328,55.969328,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,18,max,396.092437,396.092437,396.092437,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,19,min,-19.268908,-19.268908,-19.268908,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,19,p25,-5.32916,-5.32916,-5.32916,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,19,p50,3.482689,3.482689,3.482689,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,19,p75,23.061933,23.061933,23.061933,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,19,p90,59.124622,59.124622,59.124622,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,19,max,370.647059,370.647059,370.647059,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,20,min,-16.210084,-16.210084,-16.210084,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,20,p25,-5.05916,-5.05916,-5.05916,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,20,p50,2.451681,2.451681,2.451681,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,20,p75,20.435126,20.435126,20.435126,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,20,p90,54.365798,54.365798,54.365798,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,20,max,287.705882,287.705882,287.705882,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,21,min,-14.764706,-14.764706,-14.764706,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,21,p25,-5.12916,-5.12916,-5.12916,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,21,p50,0.998235,0.998235,0.998235,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,21,p75,16.141765,16.141765,16.141765,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,21,p90,43.806303,43.806303,43.806303,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,21,max,316.521008,316.521008,316.521008,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,22,min,-14.655462,-14.655462,-14.655462,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,22,p25,-5.406303,-5.406303,-5.406303,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,22,p50,0.160756,0.160756,0.160756,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,22,p75,15.224706,15.224706,15.224706,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,22,p90,41.594706,41.594706,41.594706,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,22,max,309.554622,309.554622,309.554622,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,23,min,-13.781513,-13.781513,-13.781513,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,23,p25,-6.336134,-6.336134,-6.336134,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,23,p50,-1.494706,-1.494706,-1.494706,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,DL,23,p75,8.840336,8.840336,8.840336,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,23,p90,31.369748,31.369748,31.369748,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,DL,23,max,134.193277,134.193277,134.193277,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,0,min,-7.579832,-7.579832,-7.579832,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,0,p25,-5.336134,-5.336134,-5.336134,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,0,p50,-0.495798,-0.495798,-0.495798,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,0,p75,11.773109,11.773109,11.773109,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,0,p90,30.97479,30.97479,30.97479,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,0,max,30.97479,30.97479,30.97479,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,1,min,11.606838,11.606838,11.606838,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,1,p25,11.606838,11.606838,11.606838,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,1,p50,19.205128,19.205128,19.205128,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,1,p75,19.205128,19.205128,19.205128,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,1,p90,19.205128,19.205128,19.205128,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,1,max,19.205128,19.205128,19.205128,0.0,0.0,0.0,0.0,117,117,117
1day,airline_hour,UA,2,min,3.058824,3.058824,3.058824,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,2,p25,3.058824,3.058824,3.058824,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,2,p50,3.058824,3.058824,3.058824,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,2,p75,3.735294,3.735294,3.735294,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,2,p90,3.735294,3.735294,3.735294,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,2,max,3.735294,3.735294,3.735294,0.0,0.0,0.0,0.0,68,68,68
1day,airline_hour,UA,5,min,-12.537815,-12.537815,-12.537815,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,5,p25,-7.983193,-7.983193,-7.983193,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,5,p50,-5.43916,-5.43916,-5.43916,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,5,p75,-1.823529,-1.823529,-1.823529,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,5,p90,8.588235,8.588235,8.588235,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,5,max,132.915966,132.915966,132.915966,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,6,min,-15.12605,-15.12605,-15.12605,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,6,p25,-7.949244,-7.949244,-7.949244,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,6,p50,-5.362605,-5.362605,-5.362605,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,6,p75,-1.763361,-1.763361,-1.763361,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,6,p90,9.34521,9.34521,9.34521,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,6,max,240.016807,240.016807,240.016807,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,7,min,-14.655462,-14.655462,-14.655462,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,7,p25,-7.417731,-7.417731,-7.417731,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,7,p50,-4.815462,-4.815462,-4.815462,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,7,p75,-1.013277,-1.013277,-1.013277,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,7,p90,13.704874,13.704874,13.704874,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,7,max,301.403361,301.403361,301.403361,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,8,min,-14.689076,-14.689076,-14.689076,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,8,p25,-6.940168,-6.940168,-6.940168,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,8,p50,-4.240168,-4.240168,-4.240168,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,8,p75,0.357815,0.357815,0.357815,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,8,p90,17.505042,17.505042,17.505042,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,8,max,289.714286,289.714286,289.714286,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,9,min,-14.378151,-14.378151,-14.378151,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,9,p25,-6.081681,-6.081681,-6.081681,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,9,p50,-2.764202,-2.764202,-2.764202,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,9,p75,4.088319,4.088319,4.088319,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,9,p90,26.775882,26.775882,26.775882,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,9,max,257.193277,257.193277,257.193277,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,10,min,-14.260504,-14.260504,-14.260504,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,10,p25,-6.241429,-6.241429,-6.241429,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,10,p50,-2.898739,-2.898739,-2.898739,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,10,p75,5.603613,5.603613,5.603613,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,10,p90,29.596134,29.596134,29.596134,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,10,max,223.05042,223.05042,223.05042,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,11,min,-14.008403,-14.008403,-14.008403,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,11,p25,-5.601933,-5.601933,-5.601933,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,11,p50,-1.809664,-1.809664,-1.809664,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,11,p75,8.049496,8.049496,8.049496,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,11,p90,33.855966,33.855966,33.855966,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,11,max,243.798319,243.798319,243.798319,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,12,min,-14.647059,-14.647059,-14.647059,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,12,p25,-6.088571,-6.088571,-6.088571,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,12,p50,-2.398319,-2.398319,-2.398319,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,12,p75,6.946387,6.946387,6.946387,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,12,p90,33.866639,33.866639,33.866639,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,12,max,270.277311,270.277311,270.277311,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,13,min,-14.487395,-14.487395,-14.487395,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,13,p25,-5.892521,-5.892521,-5.892521,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,13,p50,-1.985378,-1.985378,-1.985378,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,13,p75,8.657227,8.657227,8.657227,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,13,p90,36.806891,36.806891,36.806891,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,13,max,273.302521,273.302521,273.302521,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,14,min,-14.529412,-14.529412,-14.529412,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,14,p25,-5.995294,-5.995294,-5.995294,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,14,p50,-1.476891,-1.476891,-1.476891,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,14,p75,11.611765,11.611765,11.611765,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,14,p90,45.807731,45.807731,45.807731,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,14,max,274.117647,274.117647,274.117647,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,15,min,-14.605042,-14.605042,-14.605042,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,15,p25,-5.721933,-5.721933,-5.721933,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,15,p50,-0.857731,-0.857731,-0.857731,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,15,p75,13.111597,13.111597,13.111597,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,15,p90,51.357983,51.357983,51.357983,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,15,max,242.87395,242.87395,242.87395,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,16,min,-14.823529,-14.823529,-14.823529,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,16,p25,-5.719244,-5.719244,-5.719244,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,16,p50,-0.737563,-0.737563,-0.737563,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,16,p75,13.87916,13.87916,13.87916,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,16,p90,50.612521,50.612521,50.612521,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,16,max,304.731092,304.731092,304.731092,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,17,min,-14.714286,-14.714286,-14.714286,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,17,p25,-5.127731,-5.127731,-5.127731,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,17,p50,-0.005462,-0.005462,-0.005462,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,17,p75,14.430756,14.430756,14.430756,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,17,p90,50.828403,50.828403,50.828403,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,17,max,286.12605,286.12605,286.12605,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,18,min,-16.487395,-16.487395,-16.487395,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,18,p25,-5.36084,-5.36084,-5.36084,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,18,p50,0.065714,0.065714,0.065714,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,18,p75,15.717815,15.717815,15.717815,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,18,p90,53.467227,53.467227,53.467227,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,18,max,282.478992,282.478992,282.478992,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,19,min,-16.512605,-16.512605,-16.512605,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,19,p25,-5.145462,-5.145462,-5.145462,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,19,p50,1.504874,1.504874,1.504874,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,19,p75,17.673782,17.673782,17.673782,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,19,p90,50.871849,50.871849,50.871849,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,19,max,255.857143,255.857143,255.857143,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,20,min,-14.991597,-14.991597,-14.991597,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,20,p25,-4.405546,-4.405546,-4.405546,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,20,p50,2.856303,2.856303,2.856303,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,20,p75,21.496807,21.496807,21.496807,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,20,p90,58.931681,58.931681,58.931681,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,20,max,235.756303,235.756303,235.756303,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,21,min,-12.92437,-12.92437,-12.92437,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,21,p25,-6.116807,-6.116807,-6.116807,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,21,p50,0.203025,0.203025,0.203025,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,21,p75,15.706891,15.706891,15.706891,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,21,p90,43.773109,43.773109,43.773109,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,21,max,145.411765,145.411765,145.411765,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,22,min,-13.260504,-13.260504,-13.260504,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,22,p25,-6.193277,-6.193277,-6.193277,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,22,p50,-2.005294,-2.005294,-2.005294,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,22,p75,7.647059,7.647059,7.647059,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,22,p90,28.176471,28.176471,28.176471,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,22,max,120.386555,120.386555,120.386555,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,23,min,-13.747899,-13.747899,-13.747899,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,23,p25,-7.512605,-7.512605,-7.512605,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,23,p50,-3.506471,-3.506471,-3.506471,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,UA,23,p75,4.529412,4.529412,4.529412,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,23,p90,24.512605,24.512605,24.512605,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,UA,23,max,126.705882,126.705882,126.705882,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,5,min,-10.983193,-10.983193,-10.983193,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,5,p25,-5.260336,-5.260336,-5.260336,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,5,p50,-3.280336,-3.280336,-3.280336,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,5,p75,-0.709832,-0.709832,-0.709832,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,5,p90,5.513782,5.513782,5.513782,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,5,max,122.02521,122.02521,122.02521,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,6,min,-12.336134,-12.336134,-12.336134,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,6,p25,-5.373782,-5.373782,-5.373782,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,6,p50,-3.453697,-3.453697,-3.453697,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,6,p75,-0.798235,-0.798235,-0.798235,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,6,p90,5.584118,5.584118,5.584118,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,6,max,203.218487,203.218487,203.218487,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,7,min,-11.781513,-11.781513,-11.781513,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,7,p25,-5.307563,-5.307563,-5.307563,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,7,p50,-3.183445,-3.183445,-3.183445,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,7,p75,-0.041513,-0.041513,-0.041513,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,7,p90,9.159664,9.159664,9.159664,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,7,max,171.537815,171.537815,171.537815,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,8,min,-11.621849,-11.621849,-11.621849,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,8,p25,-4.747227,-4.747227,-4.747227,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,8,p50,-2.311176,-2.311176,-2.311176,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,8,p75,2.075882,2.075882,2.075882,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,8,p90,15.181008,15.181008,15.181008,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,8,max,178.504202,178.504202,178.504202,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,9,min,-11.386555,-11.386555,-11.386555,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,9,p25,-4.350168,-4.350168,-4.350168,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,9,p50,-1.535378,-1.535378,-1.535378,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,9,p75,4.296807,4.296807,4.296807,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,9,p90,19.134538,19.134538,19.134538,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,9,max,185.142857,185.142857,185.142857,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,10,min,-11.495798,-11.495798,-11.495798,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,10,p25,-4.255798,-4.255798,-4.255798,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,10,p50,-1.102689,-1.102689,-1.102689,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,10,p75,6.052101,6.052101,6.052101,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,10,p90,23.084034,23.084034,23.084034,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,10,max,190.109244,190.109244,190.109244,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,11,min,-12.008403,-12.008403,-12.008403,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,11,p25,-4.011092,-4.011092,-4.011092,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,11,p50,-0.44395,-0.44395,-0.44395,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,11,p75,8.306639,8.306639,8.306639,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,11,p90,28.807731,28.807731,28.807731,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,11,max,224.537815,224.537815,224.537815,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,12,min,-11.882353,-11.882353,-11.882353,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,12,p25,-3.827899,-3.827899,-3.827899,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,12,p50,0.305042,0.305042,0.305042,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,12,p75,10.284958,10.284958,10.284958,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,12,p90,30.984622,30.984622,30.984622,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,12,max,208.327731,208.327731,208.327731,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,13,min,-11.731092,-11.731092,-11.731092,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,13,p25,-3.373277,-3.373277,-3.373277,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,13,p50,1.269832,1.269832,1.269832,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,13,p75,12.631092,12.631092,12.631092,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,13,p90,36.64605,36.64605,36.64605,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,13,max,213.605042,213.605042,213.605042,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,14,min,-11.857143,-11.857143,-11.857143,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,14,p25,-3.21084,-3.21084,-3.21084,0.0,-0.0,0.0,-0.0,119,119,119
1day,airline_hour,WN,14,p50,2.197059,2.197059,2.197059,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,14,p75,14.664202,14.664202,14.664202,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,14,p90,40.127731,40.127731,40.127731,0.0,0.0,0.0,0.0,119,119,119
1day,airline_hour,WN,14,max,222.067227,222.067227,222.067227,0.0,0.0,0.0,0.0,119,119,119
